EDU2000,人間と哲学 1,本郷　朝香,春・月・１ 5121,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE326&value(crclumcd)=
EDU3700,家庭科教育法a,増茂　智子,秋・月・２ 4353,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF165&value(crclumcd)=
EDU3710,教育調査実習 1c,嶽本　新奈,春・月・２ 5505,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE213&value(crclumcd)=
EDU3710,教育調査実習 3b,嶽本　新奈,春・月・２ 5505,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE225&value(crclumcd)=
EDU3700,国語科教育法a,渡辺　哲男,春・月・２ 4353,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF161&value(crclumcd)=
EDU3700,国語科教育法b,渡辺　哲男,秋・月・２ 4151,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF171&value(crclumcd)=
EDU3700,家庭科教育法b,増茂　智子,秋・月・３ 4353,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF175&value(crclumcd)=
EDU1700,教育学,渡辺　哲男,秋・月・３ M201,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE091&value(crclumcd)=
EDU2700,現代教育の諸問題 4,広井　多鶴子,秋・月・３ 1203,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE325&value(crclumcd)=
EDU2700,国語科教育論,渡辺　哲男,春・月・３ 4353,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF251&value(crclumcd)=
EDU2700,社会科教育論,和田　悠,春・月・４ X305,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF202&value(crclumcd)=
EDU2700,生活科教育論,金馬　国晴,秋・月・４ X304,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF255&value(crclumcd)=
EDU2700,家庭科教育論,増茂　智子,秋・月・５ 4353,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF206&value(crclumcd)=
EDU2800,世界史,四日市　康博,秋・月・５ 5124,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE501&value(crclumcd)=
EDU2700,教育臨床心理学,谷口　明子,秋・火・１ X209,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE314&value(crclumcd)=
EDU3720,体育実技,沼澤　秀雄,春・火・１ PB21春・火・２ P501,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF149&value(crclumcd)=
EDU2700,教育史 1,前田　一男,春・火・２ M201,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE094&value(crclumcd)=
EDU3710,教育調査実習 1a,山崎　寛恵,春・火・２ 6406,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE201&value(crclumcd)=
EDU3710,教育調査実習 1,山崎　寛恵,春・火・２ 6406,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE221&value(crclumcd)=
EDU2700,教育と表現,近藤　良平,春・火・２ DB01,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AE312&value(crclumcd)=
EDU3700,体育科教育法,沼澤　秀雄,秋・火・２ P501,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF109&value(crclumcd)=
EDU3700,音楽科教育法b,有本　真紀,秋・火・３ 5324,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=AF176&value(crclumcd)=
